OrderID,OrderDate,Region,Country,CustomerID,Segment,ProductCategory,Product,Quantity,UnitPrice,Sales,Cost,Profit
ORD000220,2023-08-28,Australia,Australia,CUST3188,Corporate,Office Supplies,Pen,12,1538.49,18461.88,10646.87,7815.01
ORD000221,2024-05-01,Europe,Spain,CUST4578,Consumer,Office Supplies,Stapler,18,2282.43,41083.74,31432.05,9651.69
ORD000222,2024-12-17,Australia,Australia,CUST2011,Home Office,Office Supplies,Paper,12,199.87,2398.44,1672.81,725.63
ORD000223,2022-12-03,Australia,Australia,CUST4365,Home Office,Office Supplies,Notebook,11,2136.94,23506.34,15388.29,8118.05
ORD000224,2022-04-24,Australia,Australia,CUST1945,Home Office,Electronics,Monitor,15,334.2,5013.0,3235.38,1777.62
ORD000225,2024-03-21,South America,Chile,CUST2196,Consumer,Furniture,Desk,9,2042.05,18378.45,13986.58,4391.87
ORD000226,2022-05-04,South America,Argentina,CUST5703,Corporate,Office Supplies,Pen,3,2465.41,7396.23,4920.16,2476.07
ORD000227,2024-02-06,Europe,Germany,CUST7184,Corporate,Office Supplies,Paper,13,1124.1,14613.3,11997.38,2615.92
ORD000228,2023-12-14,North America,Mexico,CUST9664,Consumer,Office Supplies,Notebook,4,450.29,1801.16,1239.27,561.89
ORD000229,2024-08-06,Europe,UK,CUST4762,Consumer,Electronics,Headphones,18,1063.2,19137.6,12109.25,7028.35
ORD000230,2023-01-22,South America,Argentina,CUST1256,Consumer,Electronics,Headphones,4,85.38,341.52,249.67,91.85
ORD000231,2024-07-03,Europe,UK,CUST5009,Home Office,Electronics,Laptop,20,1681.7,33634.0,27084.6,6549.4
ORD000232,2023-03-21,North America,Canada,CUST4836,Home Office,Furniture,Chair,2,354.64,709.28,601.27,108.01
ORD000233,2023-05-01,Australia,Australia,CUST9540,Consumer,Office Supplies,Stapler,10,2191.26,21912.6,18516.0,3396.6
ORD000234,2022-12-25,South America,Argentina,CUST6642,Home Office,Furniture,Desk,14,1391.85,19485.9,10062.7,9423.2
ORD000235,2024-04-16,South America,Chile,CUST9813,Corporate,Furniture,Table,5,753.22,3766.1,2125.43,1640.67
ORD000236,2024-08-06,Europe,Germany,CUST9683,Consumer,Furniture,Chair,2,1408.15,2816.3,2362.1,454.2
ORD000237,2023-11-08,South America,Brazil,CUST2514,Home Office,Furniture,Chair,3,2305.95,6917.85,5510.04,1407.81
ORD000238,2022-03-22,Europe,UK,CUST4555,Corporate,Furniture,Table,3,474.47,1423.41,1091.18,332.23
ORD000239,2023-03-10,Europe,France,CUST8846,Consumer,Furniture,Desk,7,2405.38,16837.66,9110.2,7727.46
ORD000240,2023-10-21,Australia,Australia,CUST6886,Corporate,Furniture,Chair,10,954.75,9547.5,6557.01,2990.49
ORD000241,2024-08-12,Asia,Japan,CUST6246,Consumer,Office Supplies,Paper,4,2008.03,8032.12,6046.94,1985.18
ORD000242,2023-03-30,Asia,Japan,CUST7841,Corporate,Furniture,Desk,5,45.47,227.35,157.7,69.65
ORD000243,2024-02-17,Europe,Germany,CUST6530,Corporate,Furniture,Chair,19,2084.24,39600.56,26720.7,12879.86
ORD000244,2024-08-01,South America,Chile,CUST3293,Home Office,Office Supplies,Paper,6,1833.27,10999.62,6855.64,4143.98
ORD000245,2024-12-09,Australia,Australia,CUST1794,Consumer,Electronics,Laptop,2,2098.48,4196.96,2207.67,1989.29
ORD000246,2022-05-20,South America,Brazil,CUST7114,Consumer,Office Supplies,Notebook,5,27.81,139.05,94.14,44.91
ORD000247,2022-02-02,Australia,Australia,CUST1274,Home Office,Office Supplies,Paper,1,1332.87,1332.87,858.33,474.54
ORD000248,2023-01-03,Asia,Japan,CUST4948,Consumer,Electronics,Monitor,4,2295.53,9182.12,6276.3,2905.82
ORD000249,2024-03-23,Australia,Australia,CUST4984,Home Office,Furniture,Cabinet,3,935.76,2807.28,1802.58,1004.7
ORD000250,2022-03-06,Europe,France,CUST8798,Consumer,Office Supplies,Pen,3,1016.17,3048.51,1926.69,1121.82
ORD000251,2024-10-20,North America,Mexico,CUST2562,Home Office,Electronics,Laptop,14,1614.04,22596.56,13918.23,8678.33
ORD000252,2023-07-10,North America,USA,CUST5593,Home Office,Electronics,Monitor,2,2310.78,4621.56,3417.87,1203.69
ORD000253,2022-02-02,Australia,Australia,CUST7525,Consumer,Electronics,Headphones,7,1469.66,10287.62,7852.43,2435.19
ORD000254,2024-03-07,Asia,China,CUST3292,Home Office,Office Supplies,Notebook,18,832.67,14988.06,11457.82,3530.24
ORD000255,2022-04-20,North America,Mexico,CUST6580,Home Office,Office Supplies,Stapler,4,1095.54,4382.16,3477.4,904.76
ORD000256,2023-07-14,Australia,Australia,CUST7150,Corporate,Furniture,Desk,15,1229.06,18435.9,11513.84,6922.06
ORD000257,2023-05-20,Europe,Spain,CUST3527,Home Office,Electronics,Headphones,3,209.68,629.04,348.47,280.57
ORD000258,2022-07-07,South America,Argentina,CUST5419,Consumer,Furniture,Desk,1,2357.69,2357.69,1545.84,811.85
ORD000259,2024-07-08,Europe,UK,CUST1430,Consumer,Electronics,Monitor,18,1389.08,25003.44,16072.6,8930.84
ORD000260,2024-02-28,Asia,India,CUST2387,Home Office,Office Supplies,Stapler,1,733.16,733.16,466.09,267.07
ORD000261,2024-02-19,Australia,Australia,CUST9079,Consumer,Office Supplies,Notebook,6,351.41,2108.46,1276.45,832.01
ORD000262,2024-05-12,North America,USA,CUST5123,Consumer,Furniture,Cabinet,10,1213.16,12131.6,6392.41,5739.19
ORD000263,2024-07-26,South America,Chile,CUST7483,Corporate,Office Supplies,Notebook,4,343.05,1372.2,689.35,682.85
ORD000264,2023-11-17,Australia,Australia,CUST3230,Corporate,Furniture,Table,14,2039.61,28554.54,22867.27,5687.27
ORD000265,2022-12-30,Asia,China,CUST9044,Home Office,Furniture,Cabinet,13,2421.97,31485.61,18954.55,12531.06
ORD000266,2024-03-15,Europe,France,CUST9939,Consumer,Furniture,Cabinet,12,289.15,3469.8,2419.66,1050.14
ORD000267,2023-03-06,Australia,Australia,CUST2133,Corporate,Office Supplies,Paper,15,1995.23,29928.45,23671.87,6256.58
ORD000268,2023-05-11,South America,Brazil,CUST7176,Consumer,Office Supplies,Stapler,9,1648.36,14835.24,11131.37,3703.87
ORD000269,2024-12-30,South America,Chile,CUST7853,Home Office,Furniture,Table,17,2309.12,39255.04,31575.65,7679.39
ORD000270,2022-08-12,North America,Canada,CUST1725,Home Office,Office Supplies,Pen,8,1645.72,13165.76,8218.77,4946.99
ORD000271,2022-01-22,South America,Argentina,CUST9499,Home Office,Furniture,Desk,4,650.55,2602.2,1766.21,835.99
ORD000272,2024-03-12,Australia,Australia,CUST9199,Consumer,Furniture,Cabinet,15,1931.99,28979.85,20459.96,8519.89
ORD000273,2023-08-29,Asia,India,CUST3321,Corporate,Furniture,Desk,14,2301.77,32224.78,17080.72,15144.06
ORD000274,2024-12-03,Asia,Japan,CUST8412,Corporate,Furniture,Chair,16,874.01,13984.16,7469.89,6514.27
ORD000275,2022-02-16,North America,Canada,CUST3692,Home Office,Electronics,Laptop,11,1621.68,17838.48,13146.94,4691.54
ORD000276,2023-11-09,Europe,Germany,CUST7636,Home Office,Office Supplies,Notebook,18,1068.79,19238.22,12730.29,6507.93
ORD000277,2024-03-21,Europe,Germany,CUST8365,Home Office,Office Supplies,Paper,1,1844.78,1844.78,1492.58,352.2
ORD000278,2023-02-26,South America,Argentina,CUST2025,Home Office,Electronics,Smartphone,9,1882.05,16938.45,13263.75,3674.7
ORD000279,2023-10-30,North America,Mexico,CUST9019,Home Office,Electronics,Headphones,7,1146.59,8026.13,4750.05,3276.08
ORD000280,2022-08-22,Asia,Singapore,CUST3826,Home Office,Office Supplies,Paper,12,883.2,10598.4,6997.61,3600.79
ORD000281,2023-10-04,Asia,India,CUST7116,Home Office,Office Supplies,Notebook,4,600.24,2400.96,1298.76,1102.2
ORD000282,2024-02-25,Europe,Spain,CUST3838,Home Office,Furniture,Chair,14,468.46,6558.44,4737.98,1820.46
ORD000283,2023-01-19,Europe,Spain,CUST6882,Consumer,Furniture,Chair,11,2105.75,23163.25,16603.27,6559.98
ORD000284,2024-11-01,South America,Brazil,CUST8272,Corporate,Electronics,Monitor,16,1025.79,16412.64,11031.0,5381.64
ORD000285,2023-03-28,Europe,UK,CUST5729,Consumer,Office Supplies,Pen,10,86.57,865.7,500.98,364.72
ORD000286,2024-11-12,South America,Chile,CUST9898,Corporate,Office Supplies,Paper,4,1433.92,5735.68,3405.62,2330.06
ORD000287,2023-03-24,Australia,Australia,CUST5055,Corporate,Office Supplies,Paper,14,260.53,3647.42,2883.38,764.04
ORD000288,2022-06-28,North America,Canada,CUST4882,Consumer,Furniture,Cabinet,15,2163.9,32458.5,17562.81,14895.69
ORD000289,2022-12-06,Australia,Australia,CUST4390,Consumer,Office Supplies,Paper,20,352.39,7047.8,4033.57,3014.23
ORD000290,2022-12-11,Australia,Australia,CUST5380,Home Office,Office Supplies,Stapler,11,2447.61,26923.71,16219.44,10704.27
ORD000291,2023-07-22,North America,USA,CUST3396,Home Office,Furniture,Desk,5,1755.06,8775.3,4795.19,3980.11
ORD000292,2024-09-29,Asia,China,CUST7786,Corporate,Office Supplies,Paper,5,1445.68,7228.4,4294.04,2934.36
ORD000293,2024-04-05,South America,Brazil,CUST7046,Corporate,Office Supplies,Pen,17,1875.76,31887.92,23697.39,8190.53
ORD000294,2022-07-10,South America,Argentina,CUST2037,Home Office,Office Supplies,Pen,15,1588.93,23833.95,17733.68,6100.27
ORD000295,2024-10-10,South America,Brazil,CUST9967,Home Office,Furniture,Chair,9,810.55,7294.95,4371.55,2923.4
ORD000296,2022-04-05,Europe,Spain,CUST1266,Consumer,Furniture,Desk,4,1567.32,6269.28,4970.57,1298.71
ORD000297,2024-05-26,Europe,Spain,CUST5945,Consumer,Furniture,Desk,7,2489.26,17424.82,14258.6,3166.22
ORD000298,2023-05-28,Asia,India,CUST3711,Consumer,Office Supplies,Stapler,3,932.75,2798.25,2284.3,513.95
ORD000299,2024-05-29,South America,Chile,CUST8812,Consumer,Furniture,Chair,3,1760.73,5282.19,2643.1,2639.09
ORD000300,2022-01-20,Europe,Germany,CUST7919,Home Office,Office Supplies,Paper,1,1740.51,1740.51,1368.02,372.49
ORD000301,2024-02-24,Europe,Spain,CUST6133,Corporate,Electronics,Smartphone,3,1828.25,5484.75,2939.0,2545.75
ORD000302,2022-10-20,Asia,China,CUST3688,Corporate,Furniture,Chair,3,1328.62,3985.86,2004.75,1981.11
ORD000303,2024-04-23,Asia,China,CUST2420,Consumer,Office Supplies,Notebook,20,1717.98,34359.6,27521.59,6838.01
ORD000304,2023-12-21,Europe,UK,CUST5537,Home Office,Office Supplies,Paper,14,789.69,11055.66,6068.9,4986.76
ORD000305,2022-02-24,North America,USA,CUST4090,Home Office,Office Supplies,Stapler,10,517.59,5175.9,3687.44,1488.46
ORD000306,2023-05-06,South America,Argentina,CUST2163,Home Office,Office Supplies,Pen,16,967.78,15484.48,9048.8,6435.68
ORD000307,2024-03-03,North America,Canada,CUST3830,Corporate,Furniture,Chair,19,1055.05,20045.95,13856.26,6189.69
ORD000308,2022-01-29,North America,USA,CUST7520,Home Office,Office Supplies,Pen,9,543.28,4889.52,4023.6,865.92
ORD000309,2022-06-18,Asia,Singapore,CUST2369,Corporate,Furniture,Table,18,1346.45,24236.1,13413.18,10822.92
ORD000310,2023-11-01,North America,Mexico,CUST2083,Corporate,Electronics,Smartphone,13,1468.16,19086.08,14641.47,4444.61
ORD000311,2023-05-16,South America,Chile,CUST1901,Corporate,Electronics,Laptop,3,2311.95,6935.85,3749.49,3186.36
ORD000312,2022-01-24,Europe,UK,CUST9474,Home Office,Electronics,Smartphone,6,1243.55,7461.3,4636.05,2825.25
ORD000313,2023-07-05,Asia,China,CUST8034,Corporate,Furniture,Chair,4,1929.72,7718.88,3938.75,3780.13
ORD000314,2024-10-13,Australia,Australia,CUST3734,Corporate,Furniture,Desk,15,1279.4,19191.0,9967.88,9223.12
ORD000315,2023-04-13,Europe,France,CUST1201,Consumer,Electronics,Laptop,17,11.41,193.97,155.28,38.69
ORD000316,2022-11-04,North America,Canada,CUST7870,Consumer,Furniture,Table,6,2328.24,13969.44,11177.23,2792.21
ORD000317,2023-07-10,Asia,China,CUST1862,Consumer,Furniture,Cabinet,3,1430.98,4292.94,2325.87,1967.07
ORD000318,2024-08-10,Europe,UK,CUST2415,Home Office,Furniture,Desk,10,1934.95,19349.5,11778.9,7570.6
ORD000319,2023-08-21,South America,Brazil,CUST4974,Corporate,Furniture,Chair,19,1962.35,37284.65,28293.52,8991.13
ORD000320,2022-11-05,Asia,Singapore,CUST9872,Corporate,Electronics,Smartphone,1,2331.33,2331.33,1185.17,1146.16
ORD000321,2023-09-22,North America,Canada,CUST7878,Corporate,Electronics,Monitor,4,516.96,2067.84,1745.44,322.4
ORD000322,2022-07-10,North America,USA,CUST9515,Corporate,Office Supplies,Stapler,2,2303.58,4607.16,3750.46,856.7
ORD000323,2022-07-15,Asia,Singapore,CUST2226,Home Office,Office Supplies,Pen,17,338.12,5748.04,4523.63,1224.41
ORD000324,2023-04-30,Australia,Australia,CUST7438,Home Office,Furniture,Chair,10,656.17,6561.7,4004.3,2557.4
ORD000325,2023-04-24,Asia,Japan,CUST2785,Consumer,Furniture,Cabinet,3,2359.17,7077.51,3875.92,3201.59
ORD000326,2023-10-06,North America,USA,CUST4401,Corporate,Furniture,Table,14,306.24,4287.36,2681.32,1606.04
ORD000327,2022-07-05,Asia,Singapore,CUST1660,Consumer,Furniture,Desk,6,2019.95,12119.7,7350.3,4769.4
ORD000328,2023-12-30,Asia,China,CUST5262,Consumer,Electronics,Smartphone,13,1286.08,16719.04,12322.17,4396.87
ORD000329,2022-07-13,North America,Canada,CUST2989,Consumer,Furniture,Chair,15,259.26,3888.9,3024.92,863.98
ORD000330,2024-03-31,North America,USA,CUST2376,Home Office,Electronics,Smartphone,12,1717.28,20607.36,17066.01,3541.35
ORD000331,2022-05-13,Australia,Australia,CUST3110,Consumer,Electronics,Laptop,7,2256.73,15797.11,10350.28,5446.83
ORD000332,2022-04-14,Asia,India,CUST7471,Corporate,Electronics,Monitor,6,2310.71,13864.26,9034.02,4830.24
ORD000333,2022-12-20,North America,Canada,CUST5585,Corporate,Office Supplies,Paper,12,540.72,6488.64,3669.34,2819.3
ORD000334,2023-08-28,Europe,UK,CUST1999,Consumer,Office Supplies,Notebook,16,1032.92,16526.72,11448.74,5077.98
ORD000335,2023-02-13,Asia,Singapore,CUST9907,Consumer,Electronics,Monitor,17,626.62,10652.54,9032.61,1619.93
ORD000336,2024-09-19,South America,Chile,CUST7363,Corporate,Furniture,Table,12,2282.13,27385.56,18508.19,8877.37
ORD000337,2022-03-02,Europe,UK,CUST9674,Corporate,Furniture,Chair,9,151.19,1360.71,1152.57,208.14
ORD000338,2023-05-23,Australia,Australia,CUST1916,Consumer,Electronics,Laptop,8,669.98,5359.84,4211.23,1148.61
ORD000339,2022-12-27,Australia,Australia,CUST6878,Home Office,Furniture,Chair,8,1483.34,11866.72,9281.83,2584.89
ORD000340,2022-10-19,North America,Mexico,CUST9064,Home Office,Office Supplies,Stapler,19,2371.18,45052.42,35719.54,9332.88
ORD000341,2022-07-04,Asia,China,CUST9625,Corporate,Furniture,Desk,2,585.4,1170.8,675.06,495.74
ORD000342,2022-09-25,North America,Canada,CUST6301,Consumer,Office Supplies,Notebook,11,1793.76,19731.36,16210.76,3520.6
ORD000343,2022-08-16,North America,USA,CUST7120,Home Office,Office Supplies,Notebook,17,2152.37,36590.29,30596.64,5993.65
ORD000344,2023-09-11,South America,Chile,CUST8157,Home Office,Electronics,Headphones,11,345.45,3799.95,2109.45,1690.5
ORD000345,2024-01-01,South America,Chile,CUST7199,Corporate,Furniture,Chair,8,1665.5,13324.0,10460.13,2863.87
ORD000346,2024-03-12,Asia,China,CUST4619,Home Office,Electronics,Laptop,19,85.79,1630.01,1158.67,471.34
ORD000347,2023-11-10,Australia,Australia,CUST3750,Home Office,Furniture,Chair,3,598.8,1796.4,1515.86,280.54
ORD000348,2024-07-03,North America,Mexico,CUST2110,Corporate,Office Supplies,Stapler,1,666.71,666.71,391.58,275.13
ORD000349,2022-04-09,Asia,India,CUST3725,Corporate,Office Supplies,Pen,13,1098.36,14278.68,9236.57,5042.11
ORD000350,2022-07-27,South America,Argentina,CUST4695,Consumer,Furniture,Table,16,1972.88,31566.08,22169.47,9396.61
ORD000351,2022-02-11,South America,Brazil,CUST6600,Consumer,Electronics,Headphones,11,656.51,7221.61,3875.5,3346.11
ORD000352,2022-07-10,South America,Brazil,CUST8909,Home Office,Office Supplies,Pen,11,1487.11,16358.21,11692.45,4665.76
ORD000353,2024-06-08,North America,Canada,CUST4112,Corporate,Office Supplies,Notebook,6,138.62,831.72,512.24,319.48
ORD000354,2023-09-02,Australia,Australia,CUST9043,Consumer,Office Supplies,Stapler,8,244.31,1954.48,1246.01,708.47
ORD000355,2022-06-29,North America,Canada,CUST8869,Consumer,Electronics,Monitor,10,2060.62,20606.2,14811.36,5794.84
ORD000356,2023-08-21,North America,USA,CUST7512,Corporate,Electronics,Smartphone,3,1186.56,3559.68,1923.75,1635.93
ORD000357,2024-03-04,South America,Chile,CUST4056,Corporate,Furniture,Desk,6,930.7,5584.2,3537.62,2046.58
ORD000358,2023-06-24,North America,Canada,CUST3476,Home Office,Furniture,Table,8,2093.51,16748.08,11681.56,5066.52
ORD000359,2024-04-27,North America,USA,CUST7342,Home Office,Office Supplies,Stapler,19,572.64,10880.16,5672.31,5207.85
ORD000360,2023-04-28,South America,Chile,CUST1568,Home Office,Office Supplies,Paper,16,750.64,12010.24,7664.71,4345.53
ORD000361,2022-12-21,Australia,Australia,CUST3067,Consumer,Electronics,Monitor,6,2430.55,14583.3,11418.16,3165.14
ORD000362,2023-02-18,South America,Brazil,CUST2097,Consumer,Office Supplies,Paper,5,2086.1,10430.5,6156.71,4273.79
ORD000363,2023-07-20,South America,Chile,CUST9561,Corporate,Furniture,Cabinet,17,1148.1,19517.7,15725.67,3792.03
ORD000364,2022-07-25,North America,Canada,CUST5687,Home Office,Electronics,Smartphone,4,1408.9,5635.6,3017.0,2618.6
ORD000365,2024-09-21,Asia,Singapore,CUST5512,Corporate,Furniture,Table,19,1524.36,28962.84,14861.21,14101.63
ORD000366,2023-11-10,Europe,Spain,CUST5400,Corporate,Electronics,Monitor,8,127.98,1023.84,682.21,341.63
ORD000367,2023-07-29,North America,Canada,CUST4734,Consumer,Furniture,Cabinet,16,2146.3,34340.8,25401.83,8938.97
ORD000368,2024-05-03,Asia,Singapore,CUST4463,Corporate,Furniture,Cabinet,20,1615.66,32313.2,18282.08,14031.12
ORD000369,2024-11-21,South America,Chile,CUST7609,Consumer,Furniture,Desk,6,168.71,1012.26,757.52,254.74
ORD000370,2023-02-16,Australia,Australia,CUST6904,Home Office,Electronics,Smartphone,2,627.48,1254.96,827.97,426.99
ORD000371,2024-10-31,Europe,France,CUST1500,Consumer,Furniture,Table,13,1590.35,20674.55,11233.63,9440.92
ORD000372,2022-12-30,Asia,Singapore,CUST3679,Corporate,Office Supplies,Paper,16,1469.27,23508.32,14631.95,8876.37
ORD000373,2022-04-12,North America,Canada,CUST4511,Consumer,Electronics,Monitor,6,2135.28,12811.68,9902.67,2909.01
ORD000374,2024-11-17,Europe,Germany,CUST1145,Corporate,Furniture,Table,1,2162.25,2162.25,1813.04,349.21
ORD000375,2023-04-04,Europe,Germany,CUST5511,Corporate,Office Supplies,Pen,9,1522.82,13705.38,11376.17,2329.21
ORD000376,2023-03-23,South America,Argentina,CUST7506,Home Office,Furniture,Cabinet,15,758.85,11382.75,7765.58,3617.17
ORD000377,2023-08-02,North America,USA,CUST6509,Corporate,Office Supplies,Stapler,10,1712.61,17126.1,11450.66,5675.44
ORD000378,2023-01-21,Asia,Japan,CUST1930,Home Office,Furniture,Cabinet,5,1295.65,6478.25,3783.98,2694.27
ORD000379,2022-02-22,South America,Chile,CUST7857,Corporate,Furniture,Chair,16,2493.69,39899.04,23572.32,16326.72
ORD000380,2023-12-04,South America,Chile,CUST8794,Home Office,Electronics,Smartphone,8,1717.36,13738.88,9938.84,3800.04
ORD000381,2023-08-25,Asia,Japan,CUST3999,Home Office,Electronics,Smartphone,4,1179.6,4718.4,3582.78,1135.62
ORD000382,2023-04-03,Asia,India,CUST7089,Corporate,Electronics,Headphones,10,1054.08,10540.8,8542.21,1998.59
ORD000383,2024-08-21,Australia,Australia,CUST2166,Corporate,Furniture,Desk,2,2166.65,4333.3,3051.73,1281.57
ORD000384,2024-12-21,Europe,UK,CUST3470,Consumer,Office Supplies,Paper,10,1035.7,10357.0,8335.28,2021.72
ORD000385,2022-10-21,Europe,France,CUST2324,Corporate,Furniture,Table,11,2156.67,23723.37,13359.22,10364.15
ORD000386,2022-01-10,Asia,China,CUST3762,Home Office,Furniture,Desk,15,687.45,10311.75,7903.11,2408.64
ORD000387,2024-06-07,Europe,Spain,CUST7280,Consumer,Electronics,Smartphone,14,1011.47,14160.58,11864.65,2295.93
ORD000388,2022-01-29,North America,Mexico,CUST1293,Home Office,Electronics,Headphones,11,1893.34,20826.74,14284.27,6542.47
ORD000389,2023-04-09,North America,Mexico,CUST9246,Home Office,Office Supplies,Notebook,12,783.67,9404.04,5040.08,4363.96
ORD000390,2023-09-03,Asia,China,CUST9587,Corporate,Electronics,Laptop,10,1142.54,11425.4,7793.28,3632.12
ORD000391,2024-09-30,South America,Chile,CUST7609,Consumer,Electronics,Headphones,12,1876.54,22518.48,12558.76,9959.72
ORD000392,2023-03-09,Europe,Germany,CUST7006,Home Office,Office Supplies,Notebook,1,1476.28,1476.28,825.45,650.83
ORD000393,2024-12-31,North America,Canada,CUST2771,Home Office,Office Supplies,Stapler,20,126.22,2524.4,2141.04,383.36
ORD000394,2024-05-03,North America,USA,CUST8772,Home Office,Office Supplies,Pen,15,953.73,14305.95,9893.26,4412.69
ORD000395,2023-09-09,Europe,Germany,CUST5423,Home Office,Office Supplies,Pen,14,1655.85,23181.9,16966.11,6215.79
ORD000396,2024-11-13,Australia,Australia,CUST2741,Corporate,Furniture,Desk,20,298.75,5975.0,3225.93,2749.07
ORD000397,2024-01-04,Europe,Germany,CUST9132,Consumer,Furniture,Chair,14,741.9,10386.6,5336.55,5050.05
ORD000398,2022-01-27,South America,Argentina,CUST9095,Consumer,Electronics,Laptop,3,2267.67,6803.01,5390.24,1412.77
ORD000399,2023-06-09,North America,Mexico,CUST5327,Corporate,Electronics,Laptop,8,1144.59,9156.72,7710.43,1446.29
ORD000400,2023-08-19,North America,USA,CUST2898,Consumer,Electronics,Laptop,12,2004.98,24059.76,14663.16,9396.6
ORD000401,2023-11-05,North America,USA,CUST5395,Home Office,Electronics,Smartphone,12,2236.85,26842.2,22393.94,4448.26
ORD000402,2022-08-22,North America,Canada,CUST7319,Home Office,Furniture,Chair,13,1003.62,13047.06,8608.3,4438.76
ORD000403,2022-08-20,South America,Argentina,CUST3611,Consumer,Office Supplies,Notebook,5,1741.94,8709.7,4533.63,4176.07
ORD000404,2023-01-07,South America,Chile,CUST1472,Home Office,Furniture,Table,20,952.48,19049.6,11915.71,7133.89
ORD000405,2024-04-22,Europe,Spain,CUST6148,Consumer,Furniture,Desk,15,119.7,1795.5,1062.15,733.35
ORD000406,2024-11-29,Australia,Australia,CUST8091,Home Office,Office Supplies,Stapler,17,1722.16,29276.72,20973.36,8303.36
ORD000407,2022-11-01,Europe,Spain,CUST1190,Home Office,Furniture,Table,18,2230.69,40152.42,28689.7,11462.72
ORD000408,2022-06-03,Europe,Spain,CUST5557,Consumer,Furniture,Chair,16,804.98,12879.68,7931.48,4948.2
ORD000409,2024-04-05,Australia,Australia,CUST8341,Consumer,Office Supplies,Paper,8,201.68,1613.44,1057.56,555.88
ORD000410,2024-10-15,South America,Argentina,CUST9996,Consumer,Furniture,Desk,1,261.1,261.1,168.23,92.87
ORD000411,2024-11-07,North America,Mexico,CUST6584,Corporate,Office Supplies,Stapler,18,521.09,9379.62,6894.17,2485.45
ORD000412,2024-08-26,North America,USA,CUST4633,Consumer,Furniture,Cabinet,12,1791.2,21494.4,11605.0,9889.4
ORD000413,2024-12-05,Asia,Japan,CUST3689,Corporate,Office Supplies,Stapler,12,1756.73,21080.76,10878.14,10202.62
ORD000414,2023-02-06,Europe,Spain,CUST4532,Corporate,Electronics,Headphones,7,306.26,2143.82,1711.34,432.48
ORD000415,2022-04-06,Europe,France,CUST8493,Home Office,Electronics,Monitor,19,312.43,5936.17,4820.85,1115.32
ORD000416,2024-12-22,Australia,Australia,CUST8912,Home Office,Furniture,Desk,2,1385.3,2770.6,1805.0,965.6
ORD000417,2022-08-01,Europe,Germany,CUST6273,Home Office,Office Supplies,Notebook,13,1645.52,21391.76,15234.28,6157.48
ORD000418,2023-07-15,South America,Argentina,CUST8419,Consumer,Office Supplies,Notebook,13,2409.17,31319.21,26297.87,5021.34
ORD000419,2023-10-05,Europe,Spain,CUST5760,Home Office,Office Supplies,Stapler,18,1583.3,28499.4,16253.53,12245.87
ORD000420,2024-10-28,Asia,China,CUST2890,Corporate,Office Supplies,Notebook,18,1737.31,31271.58,19164.27,12107.31
ORD000421,2024-12-29,Australia,Australia,CUST1209,Home Office,Office Supplies,Paper,10,2194.31,21943.1,14215.51,7727.59
ORD000422,2022-04-19,North America,USA,CUST3636,Corporate,Furniture,Chair,2,503.76,1007.52,768.3,239.22
ORD000423,2023-02-22,Asia,China,CUST2679,Home Office,Electronics,Headphones,18,85.6,1540.8,1209.39,331.41
ORD000424,2023-05-02,Australia,Australia,CUST5712,Home Office,Office Supplies,Paper,17,1961.85,33351.45,26000.38,7351.07
ORD000425,2023-10-03,North America,Canada,CUST4327,Home Office,Furniture,Table,18,139.24,2506.32,1905.52,600.8
ORD000426,2023-02-07,South America,Brazil,CUST2220,Consumer,Office Supplies,Stapler,7,738.97,5172.79,2907.62,2265.17
ORD000427,2024-05-27,Europe,UK,CUST5178,Consumer,Furniture,Desk,9,1393.71,12543.39,6842.71,5700.68
ORD000428,2022-03-23,Asia,Singapore,CUST5934,Corporate,Office Supplies,Notebook,5,2321.93,11609.65,8230.18,3379.47
ORD000429,2024-12-12,Australia,Australia,CUST9276,Consumer,Electronics,Headphones,8,2392.68,19141.44,13058.52,6082.92
ORD000430,2022-07-08,South America,Chile,CUST6437,Corporate,Office Supplies,Paper,12,556.89,6682.68,3840.36,2842.32
ORD000431,2022-01-19,Asia,Japan,CUST4994,Consumer,Electronics,Monitor,4,1674.0,6696.0,4392.47,2303.53
ORD000432,2023-06-10,Asia,Singapore,CUST9468,Corporate,Electronics,Monitor,18,1811.32,32603.76,16583.8,16019.96
ORD000433,2023-08-31,Australia,Australia,CUST2572,Consumer,Furniture,Desk,7,804.18,5629.26,2976.87,2652.39
ORD000434,2023-03-08,Australia,Australia,CUST2702,Consumer,Office Supplies,Pen,7,2163.05,15141.35,9818.76,5322.59
ORD000435,2022-11-11,Australia,Australia,CUST2433,Consumer,Office Supplies,Pen,1,1150.77,1150.77,708.99,441.78
ORD000436,2023-04-12,North America,USA,CUST7626,Corporate,Furniture,Desk,9,1022.04,9198.36,6051.55,3146.81
ORD000437,2024-12-31,Asia,India,CUST1745,Home Office,Furniture,Desk,1,1605.35,1605.35,1150.11,455.24
ORD000438,2023-08-17,North America,Canada,CUST8170,Corporate,Office Supplies,Pen,10,1518.38,15183.8,9087.98,6095.82
ORD000439,2022-11-17,South America,Chile,CUST9941,Corporate,Electronics,Monitor,18,553.56,9964.08,7586.29,2377.79
ORD000440,2022-01-23,Europe,France,CUST1684,Consumer,Office Supplies,Stapler,18,2187.54,39375.72,21636.2,17739.52
